Tulossa,Poistuu,Malli,Numero,Kohteen osoite,Postinumero,Postitoimipaikka,Sijaintipaikan tyyppi,Sijaintipaikka,Aukioloaika,Aukioloaika (lisätiedot),Koordinaatti LAT,Koordinaatti LON
,,T,40019,MYYRMÄENRAITTI 2,01600,VANTAA,PANKIN KONTTORI,OP MYYRMÄKI,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 6-21,60.262800,24.852120
,,O,04298,UOMATIE 11,01600,VANTAA,KIOSKI,R-KIOSKI MYYRMÄKI,24 H AUKIOLO,,60.269910,24.848860
,,EP,05466,VANHA KAARELANTIE 35,01610,VANTAA,HUOLTOASEMA,TEBOIL KAIVOKSELA,LIIKETILAN AUKIOLO,,60.262100,24.872180
,,P,05792,KIVIVUORENTIE 4,01620,VANTAA,KAUPPAKESKUS,OSTARI MARTINLAAKSO,24 H AUKIOLO,,60.277860,24.853390
,,P,05796,LAAJAVUORENKUJA 2,01620,VANTAA,KAUPPA,K-SUPERMARKET MARTINLAAKSO,24 H AUKIOLO,,60.281300,24.844180
,,O+,40222,AINONTIE 1,01630,VANTAA,KAUPPA,K-SUPERMARKET HÄMEENKYLÄ,24 H AUKIOLO,,60.271020,24.804020
,,P,06009,LAMMASLAMMENTIE 9,01710,VANTAA,KIOSKI,R-KIOSKI PÄHKINÄRINNE,24 H AUKIOLO,,60.262360,24.804130
,,O,04920,KUONOMÄENTIE 2,01800,KLAUKKALA,PANKIN KONTTORI,NORDEA KLAUKKALA,24 H AUKIOLO,,60.378860,24.754430
,,P,05992,LIIKEKUJA 1,01800,KLAUKKALA,PANKIN KONTTORI,OP KLAUKKALA,24 H AUKIOLO,,60.380710,24.752530
,,O,04815,VIIRINTIE 9,01800,KLAUKKALA,TAVARATALO,K-CITYMARKET KLAUKKALA,24 H AUKIOLO,,60.377890,24.759850
,,T,40090,VIIRINTIE 9,01800,KLAUKKALA,TAVARATALO,K-CITYMARKET KLAUKKALA / LIUKUPORTAIDEN LUONA,LIIKETILAN AUKIOLO,,60.377900,24.759180
,,O,04917,KESKUSTIE 6,01900,NURMIJÄRVI,PANKIN KONTTORI,OP NURMIJÄRVI,24 H AUKIOLO,,60.462000,24.807300
,,T,40132,MAHLAMÄENTIE 2,01900,NURMIJÄRVI,KAUPPA,K-SUPERMARKET NURMIJÄRVI,LIIKETILAN AUKIOLO,,60.462750,24.808940
,,EP,05600,KAUPPAMIEHENTIE 1,02100,ESPOO,KAUPPAKESKUS,HEIKINTORI,LIIKETILAN AUKIOLO,,60.176600,24.802270
,,EP,05560,LÄNSITUULENTIE 7,02100,ESPOO,KAUPPAKESKUS,KAUPPAKESKUS AINOA 1 KRS. INFO,LIIKETILAN AUKIOLO,,60.176030,24.804470
,,T,40170,LÄNSITUULENTIE 7,02100,ESPOO,KAUPPAKESKUS,KAUPPAKESKUS AINOA M-TASO,LIIKETILAN AUKIOLO,,60.175760,24.804980
,,T,40016,LÄNSITUULENTIE 8,02100,ESPOO,PANKIN KONTTORI,OP TAPIOLA,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 06-21,60.175910,24.802850
,,O+,40253,LOUHENTIE 2,02130,ESPOO,KAUPPA,K-MARKET POHJANTÄHTI,24 H AUKIOLO,,60.183330,24.794110
,,P,05800,OTAKAARI 11,02150,ESPOO,LIIKEKIINTEISTÖ,OTANIEMEN LIIKEKESKUS,24 H AUKIOLO,,60.184580,24.830240
,,EP,05464,OTANIEMENTIE 12,02150,ESPOO,KAUPPAKESKUS,KAUPPAKESKUS A BLOC,LIIKETILAN AUKIOLO,,60.185030,24.825290
,,EP,05460,MERITUULENTIE 36,02200,ESPOO,KAUPPA,S-MARKET NIITTYKUMPU,LIIKETILAN AUKIOLO,,60.170800,24.763780
,,EP,05540,PIHATÖRMÄ 1,02210,ESPOO,KAUPPA,TOKMANNI OLARI,LIIKETILAN AUKIOLO,,60.165280,24.730800
,,O,04950,MATINKATU 22,02230,ESPOO,KAUPPA,ALEPA MATINKYLÄ,24 H AUKIOLO,,60.157874,24.739865
,,P,05743,PIISPANSILTA 11,02230,ESPOO,KAUPPAKESKUS,ISO OMENA / HYPERMARKET-TASO,LIIKETILAN AUKIOLO,,60.162170,24.738390
,,P,05744,PIISPANSILTA 11,02230,ESPOO,KAUPPAKESKUS,ISO OMENA / HYPERMARKET-TASO,LIIKETILAN AUKIOLO,,60.162110,24.738440
,,T,40123,PIISPANSILTA 11,02230,ESPOO,KAUPPAKESKUS,ISO OMENA / P 1 TASO / AULA,LIIKETILAN AUKIOLO,,60.161870,24.737210
,,EP,05488,PIISPANSILTA 9 A,02230,ESPOO,KAUPPAKESKUS,ISO OMENA UUSI PUOLI, 1. KERROS,LIIKETILAN AUKIOLO,,60.161290,24.738600
,,O+,40305,PIISPANSILTA 9 A,02230,ESPOO,LIIKENNEPAIKKA,ISO OMENA/ BUSSITERMINAALI,LIIKETILAN AUKIOLO,,60.161700,24.737950
,,EP,05471,KYNÄKATU 6,02250,ESPOO,KAUPPA,K-SUPERMARKET SUURPELTO,LIIKETILAN AUKIOLO,,60.185740,24.746940
,,EP,05539,ISONNIITYNKUJA 2,02270,ESPOO,KAUPPAKESKUS,KAUPPAKESKUS MERITUULI,LIIKETILAN AUKIOLO,,60.163480,24.706680
,,EP,05578,MARTINSILLANTIE 10,02270,ESPOO,KAUPPAKESKUS,KAUPPAKESKUS LIILA,LIIKETILAN AUKIOLO,,60.159570,24.694530
,,P,05793,MARTINSILLANTIE 2,02270,ESPOO,HUOLTOASEMA,NESTE SUOMENOJA,24 H AUKIOLO,,60.162003,24.700991
,,P,06008,MALMINKORPI 2,02280,ESPOO,TAVARATALO,K-SUPERMARKET MALMINMÄKI,24 H AUKIOLO,,60.180690,24.677770
,,EP,05626,KESKUSTIE 1,02300,ESPOO,KAUPPA,LIDL NÖYKKIÖ,LIIKETILAN AUKIOLO,,60.154570,24.667130
,,P,05808,MERIVALKAMA 2,02320,ESPOO,KAUPPA,K-MARKET KIVENLAHTI,24 H AUKIOLO,,60.154450,24.634720
,,O+,40180,ULAPPAKATU 2,02320,ESPOO,KAUPPAKESKUS,KAUPPAKESKUS PIKKULAIVA,LIIKETILAN AUKIOLO,,60.151980,24.654200
,,P,05772,SOUKANTIE 14,02360,ESPOO,KAUPPA,K-SUPERMARKET SOUKKA,24 H AUKIOLO,,60.141770,24.670560
,,O,05110,ASEMANKAARI 1,02400,KIRKKONUMMI,LIIKEKIINTEISTÖ,ASEMAN OSTARI,24 H AUKIOLO,,60.121050,24.441140
,,O,04378,ASEMANKULMA 2,02400,KIRKKONUMMI,TAVARATALO,K-CITYMARKET KIRKKONUMMI,24 H AUKIOLO,,60.119860,24.445200
,,T,40089,ASEMANKULMA 2,02400,KIRKKONUMMI,TAVARATALO,K-CITYMARKET KIRKKONUMMI / KOTI-PIZZAN VIERESSÄ,LIIKETILAN AUKIOLO,,60.120100,24.445000
,,EP,05593,MAKASIININTIE 1,02400,KIRKKONUMMI,TAVARATALO,TOKMANNI,LIIKETILAN AUKIOLO,,60.118940,24.432990
,,O,04272,TALLINMÄKI 4,02400,KIRKKONUMMI,PANKIN KONTTORI,OP KIRKKONUMMI,24 H AUKIOLO,,60.124350,24.438510
,,P,05979,TINANKUJA 1,02430,MASALA,KAUPPA,K-MARKET MASALA,24 H AUKIOLO,,60.157920,24.535260
,,P,05751,SIUNTIONTIE 504,02580,SIUNTIO AS,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.138130,24.226860
,,O,03755,LEPPÄVAARANKATU 3 - 9,02600,ESPOO,KAUPPAKESKUS,SELLO,24 H AUKIOLO,,60.218880,24.811440
,,T,40020,LEPPÄVAARANKATU 3 - 9,02600,ESPOO,KAUPPAKESKUS,SELLO 1. KRS KÄYTÄVÄLLÄ (RATSUTORIN SIS.KÄYNTI),LIIKETILAN AUKIOLO,,60.217750,24.811640
,,T,40165,LEPPÄVAARANKATU 3 - 9,02600,ESPOO,KAUPPAKESKUS,SELLO 2. KRS,LIIKETILAN AUKIOLO,,60.218350,24.811050
,,EP,05587,LEPPÄVAARANKATU 7,02600,ESPOO,KAUPPAKESKUS,SELLO,LIIKETILAN AUKIOLO,,60.218560,24.809380
,,EP,05588,LEPPÄVAARANKATU 7,02600,ESPOO,KAUPPAKESKUS,SELLO,LIIKETILAN AUKIOLO,,60.218560,24.809380
,,EP,05589,LEPPÄVAARANKATU 7,02600,ESPOO,KAUPPAKESKUS,SELLO,LIIKETILAN AUKIOLO,,60.218560,24.809380
,,P,05790,KILONPUISTONKATU 14,02610,ESPOO,KAUPPA,K-MARKET KILO,LIIKETILAN AUKIOLO,,60.217000,24.781970
,,P,05848,KARAKALLIONTIE 10,02620,ESPOO,KIOSKI,R-KIOSKI  KARAKALLIO,24 H AUKIOLO,,60.229020,24.763710
,,P,05766,SINIKALLIONTIE 1,02630,ESPOO,LIIKEKIINTEISTÖ,LIIKEKESKUS,24 H AUKIOLO,,60.204200,24.768030
,,P,05947,SINIMÄENTIE 18-22,02630,ESPOO,KAUPPAKESKUS,LAAJALAHTI RETAIL PARK,24 H AUKIOLO,,60.201170,24.784150
,,EP,05534,KONSTAAPELINKATU 4,02650,ESPOO,KAUPPAKESKUS,LEPPÄVAARAN GALLERIA,LIIKETILAN AUKIOLO,,60.221486,24.812290
,,O+,40283,KAUNIAISTENTIE 7,02700,KAUNIAINEN,KAUPPAKESKUS,KAUPPAKESKUS GRANI,LIIKETILAN AUKIOLO,,60.210740,24.728340
,,P,05984,THURMANINAUKIO 6,02700,KAUNIAINEN,LIIKEKIINTEISTÖ,KAUNIAISTEN KIRJASTO,24 H AUKIOLO,,60.210770,24.726210
,,EP,05530,LÄHDERANNANTIE 22,02720,ESPOO,TAVARATALO,K-SUPERMARKET LÄHDERANTA,LIIKETILAN AUKIOLO,,60.239800,24.740190
,,O,05141,ESPOONTIE 21,02740,ESPOO,TAVARATALO,IKEA ESPOO,24 H AUKIOLO,,60.216690,24.663390
,,P,05737,SOKINSUONTIE 4,02760,ESPOO,KAUPPA,K-MARKET SUVELA,24 H AUKIOLO,,60.200280,24.669830
,,O,04813,KAMREERINTIE 3,02770,ESPOO,KAUPPAKESKUS,ESPOONTORI /INSTRUMENTARIUM,24 H AUKIOLO,,60.203750,24.656450
,,EP,05452,KAMREERINTIE 3,02770,ESPOO,KAUPPAKESKUS,ESPOONTORI / HESBURGER,LIIKETILAN AUKIOLO,,60.204120,24.656310
,,T,40070,SILTAKATU 11,02770,ESPOO,KAUPPAKESKUS,ENTRESSE,LIIKETILAN AUKIOLO,,60.203610,24.659020
,,P,05742,VIRASTOPIHA 1,02770,ESPOO,KAUPPA,K-MARKET RESIINA,24 H AUKIOLO,,60.205700,24.655160
,,O,04084,KLIPPINKITIE 9,02780,ESPOO,KAUPPA,K-MARKET KAUKLAHTI,24 H AUKIOLO,,60.193430,24.601060
,,P,05761,KOSKENTIE 6,02880,VEIKKOLA,KAUPPA,K-SUPERMARKET VEIKKOLA,24 H AUKIOLO,,60.269400,24.443860
,,O+,40174,NIIPPERINTIE 3,02920,ESPOO,KAUPPA,K-SUPERMARKET NIIPPERI,LIIKETILAN AUKIOLO,,60.269770,24.754650
,,O,04495,KYLÄNPORTTI 16,02940,ESPOO,KAUPPA,K-SUPERMARKET AURORANPORTTI,24 H AUKIOLO,,60.240270,24.700740
,,O+,40257,KESKIKUJA 3,03100,NUMMELA,KAUPPA,K-SUPERMARKET NUMMELA,LIIKETILAN AUKIOLO,,60.333780,24.319180
,,P,05941,TUUSANKAARI 1,03100,NUMMELA,TAVARATALO,K-CITYMARKET NUMMELA,24 H AUKIOLO,,60.332300,24.330260
,,T,40096,TUUSANKAARI 1,03100,NUMMELA,TAVARATALO,K-CITYMARKET NUMMELA,LIIKETILAN AUKIOLO,,60.332680,24.330450
,,O,03887,VIHDINTIE 3,03100,NUMMELA,PANKIN KONTTORI,OP NUMMELA,24 H AUKIOLO,,60.335573,24.321385
,,O,04675,VIHDINTIE 4,03100,NUMMELA,PANKIN KONTTORI,NORDEA NUMMELA,24 H AUKIOLO,,60.335396,24.320470
,,P,05760,KIRJAVANTIE 2,03400,VIHTI,KAUPPA,K-SUPERMARKET VIHTI,24 H AUKIOLO,,60.417700,24.326460
,,O,03900,MÄNTYLÄNKATU 1,03600,KARKKILA,KAUPPA,S-MARKET KARKKILA,24 H AUKIOLO,,60.534230,24.231890
,,P,06001,MÄNTYLÄNKATU 2,03600,KARKKILA,TAVARATALO,K-SUPERMARKET KARKKILA,LIIKETILAN AUKIOLO,,60.534260,24.230460
,,T,40100,TAMMELANTIE 8,03600,KARKKILA,PANKIN KONTTORI,OP KARKKILA,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 5:00-23:45,60.536070,24.211140
,,P,05674,MARTTILANTIE 2,03850,PUSULA,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.473640,23.981910
,,O+,40181,ISO KYLÄTIE 21,04130,SIPOO,PANKIN KONTTORI,OP SIPOO,24 H AUKIOLO,,60.376090,25.269260
,,EP,05654,KASKIKYLÄNKUJA 2,04130,SIPOO,TAVARATALO,K-SUPERMARKET BASILIKA,LIIKETILAN AUKIOLO,,60.376630,25.273190
,,P,05868,ALEKSIS KIVEN TIE 3,04200,KERAVA,KIOSKI,R-KIOSKI KERAVA TORI,24 H AUKIOLO,,60.402120,25.098360
,,P,06029,ASEMANAUKIO,04200,KERAVA,RAUTATIEASEMA,RAUTATIEASEMA KERAVA,24 H AUKIOLO,,60.404780,25.104660
,,T,40091,NIKONKATU 1,04200,KERAVA,TAVARATALO,K-CITYMARKET KERAVA,LIIKETILAN AUKIOLO,,60.399610,25.102520
,,O+,40260,NIKONKATU 1,04200,KERAVA,KAUPPA,K-CITYMARKET KERAVA,LIIKETILAN AUKIOLO,,60.400200,25.101310
,,O+,40251,PAASIKIVENKATU 3,04200,KERAVA,PANKIN KONTTORI,OP KERAVA,24 H AUKIOLO,,60.404010,25.102270
,,O,05031,RATATIE 24,04220,KERAVA,KAUPPA,K-MARKET  AHJONTORI,24 H AUKIOLO,,60.401692,25.146635
,,O,04969,KALEVANKATU 65,04230,KERAVA,KAUPPA,K-MARKET KALEVANTORI,24 H AUKIOLO,,60.420230,25.090040
,,O+,40243,PELTOMÄENKATU 2-4,04250,KERAVA,TAVARATALO,TOKMANNI KERAVA,LIIKETILAN AUKIOLO,,60.390600,25.109770
,,O,04757,KOIVIKONTIE 2,04260,KERAVA,KIOSKI,R-KIOSKI SAVIO,24 H AUKIOLO,,60.380400,25.096310
,,T,40137,AUTOASEMANKATU 1,04300,TUUSULA,KAUPPA,K-SUPERMARKET HYRYLÄ,LIIKETILAN AUKIOLO,,60.402850,25.029570
,,O+,40246,HYRYLÄNKATU 8,04300,TUUSULA,PANKIN KONTTORI,AKTIA HYRYLÄ,24 H AUKIOLO,,60.397740,25.019210
,,EP,05531,KOSKENMÄENPOLKU 1,04300,TUUSULA,KIOSKI,R-KIOSKI HYRYLÄ/LINJA-AUTO AS.,LIIKETILAN AUKIOLO,,60.402660,25.027120
,,EP,05604,SULANTIE 1,04300,TUUSULA,KAUPPA,TOKMANNI HYRYLÄ,LIIKETILAN AUKIOLO,,60.382910,25.027630
,,EP,05498,HELSINGINTIE 41,04400,JÄRVENPÄÄ,TAVARATALO,K-CITYMARKET JÄRVENPÄÄ,LIIKETILAN AUKIOLO,,60.476970,25.103230
,,O+,40255,HELSINGINTIE 41,04400,JÄRVENPÄÄ,TAVARATALO,K-CITYMARKET JÄRVENPÄÄ,24 H AUKIOLO,,60.476790,25.102510
,,EP,05481,HELSINGINTIE 43,04400,JÄRVENPÄÄ,KAUPPA,TOKMANNI JÄRVENPÄÄ,LIIKETILAN AUKIOLO,,60.477610,25.104660
,,O,04951,PAJALANTIE 19,04400,JÄRVENPÄÄ,KAUPPA,K-SUPERMARKET PAJALA,24 H AUKIOLO,,60.479240,25.084630
,,P,05844,SIBELIUKSENKATU 15,04400,JÄRVENPÄÄ,PANKIN KONTTORI,NORDEA JÄRVENPÄÄ,24 H AUKIOLO,,60.472570,25.089410
,,O,04326,SIBELIUKSENKATU 17,04400,JÄRVENPÄÄ,PANKIN KONTTORI,OP JÄRVENPÄÄ,24 H AUKIOLO,,60.472414,25.089126
,,T,40057,SIBELIUKSENKATU 18-22,04400,JÄRVENPÄÄ,LIIKEKIINTEISTÖ,LIIKEKESKUS,LIIKETILAN AUKIOLO,,60.470310,25.087470
,,O,04747,VEHNÄTIE 2,04400,JÄRVENPÄÄ,KAUPPA,K-SUPERMARKET PELTOLA,24 H AUKIOLO,,60.492200,25.093970
,,O,05098,SIPOONTIE 54,04430,JÄRVENPÄÄ,KAUPPA,K-MARKET SATUKALLIO,24 H AUKIOLO,,60.465240,25.119550
,,O,04909,OKSAPOLKU 1,04440,JÄRVENPÄÄ,LIIKEKIINTEISTÖ,JAMPAN OSTOSKESKUS,24 H AUKIOLO,,60.492650,25.067310
,,P,05958,RAITAKATU 1,04480,HAARAJOKI,KAUPPA,K-MARKET HAARAJOKI,24 H AUKIOLO,,60.497920,25.143870
,,O,04361,VANHA VALTATIE 195,04500,KELLOKOSKI,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.532140,25.110460
,,O+,40275,KESKUSKATU 11,04600,MÄNTSÄLÄ,KAUPPA,K-MARKET SÄÄSTÖKULMA,24 H AUKIOLO,,60.635890,25.321690
,,T,40120,KESKUSKATU 6,04600,MÄNTSÄLÄ,PANKIN KONTTORI,OP MÄNTSÄLÄ,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 6-23,60.635830,25.319510
,,EP,05577,POHJOINEN PIKATIE 1,04600,MÄNTSÄLÄ,HUOLTOASEMA,SHELL MÄNTSÄLÄ P,LIIKETILAN AUKIOLO,,60.673358,25.352355
,,P,05865,SÄLINKÄÄNTIE 2,04600,MÄNTSÄLÄ,TAVARATALO,K-CITYMARKET MÄNTSÄLÄ,24 H AUKIOLO,,60.637530,25.317950
,,P,05809,KILJAVANTIE 5,05200,RAJAMÄKI,KAUPPAKESKUS,LIIKEKESKUS LÄHDE,24 H AUKIOLO,,60.527400,24.748480
,,P,05835,PUISTOKUJA 2,05400,JOKELA,KAUPPA,K-SUPERMARKET JOKELA,24 H AUKIOLO,,60.552420,24.966620
,,P,05785,LEHMUSTIE 1,05460,HYVINKÄÄ,KAUPPA,K-MARKET HAKALANTORI,24 H AUKIOLO,,60.616020,24.868740
,,P,05750,HÄMEENKATU 18,05800,HYVINKÄÄ,PANKIN KONTTORI,NORDEA HYVINKÄÄ,24 H AUKIOLO,,60.633850,24.864970
,,O,05011,HÄMEENKATU 3,05800,HYVINKÄÄ,PANKIN KONTTORI,OP HYVINKÄÄ,24 H AUKIOLO,,60.631160,24.860730
,,EP,05607,HÄMEENKATU 9,05800,HYVINKÄÄ,KAUPPAKESKUS,WILLA,LIIKETILAN AUKIOLO,,60.632333,24.862895
,,O+,40239,KAUPPATORI 1,05800,HYVINKÄÄ,TAVARATALO,TOKMANNI HYVINKÄÄ,LIIKETILAN AUKIOLO,,60.629930,24.861380
,,EP,05580,MÄKIKUUMOLANTIE 1,05800,HYVINKÄÄ,HUOLTOASEMA,TEBOIL SVEITSINHOVI,24 H AUKIOLO,,60.621270,24.804030
,,T,40048,TORIKATU 7,05800,HYVINKÄÄ,KAUPPAKESKUS,WILLA, 1. KRS POSTIN VIERESSÄ PORTAIDEN ALLA,LIIKETILAN AUKIOLO,,60.632160,24.865500
,,O,04165,MUNCKINKATU 37,05820,HYVINKÄÄ,KAUPPA,K-MARKET HYVINKÄÄ,24 H AUKIOLO,,60.641780,24.867640
,,O,04327,UUDENMAANKATU 67,05830,HYVINKÄÄ,LIIKEKIINTEISTÖ,KIRJAVANTOLPPA,24 H AUKIOLO,,60.619970,24.844470
,,O,05126,JUSSILANKATU 5,05880,HYVINKÄÄ,KAUPPA,K-MARKET PAAVOLA,24 H AUKIOLO,,60.647850,24.833460
,,O+,40271,HARABACKANKATU 1,06100,PORVOO,HUOLTOASEMA,SHELL KUNINKAANPORTTI,24 H AUKIOLO,,60.392900,25.610420
,,T,40103,LUNDINKATU 12,06100,PORVOO,KAUPPAKESKUS,LUNDI,LIIKETILAN AUKIOLO,,60.393650,25.664260
,,O,04960,MANNERHEIMINKATU 21,06100,PORVOO,KAUPPA,K-MARKET MARSKI,24 H AUKIOLO,,60.395710,25.667930
,,P,05832,PIISPANKATU 32,06100,PORVOO,PANKIN KONTTORI,NORDEA PORVOO,24 H AUKIOLO,,60.393460,25.662640
,,P,05837,RAUHANKATU 27,06100,PORVOO,PANKIN KONTTORI,OP PORVOO,24 H AUKIOLO,,60.393060,25.665570
,,P,05680,ASENTAJANTIE 1,06150,PORVOO,KAUPPA,K-SUPERMARKET TARMOLA,LIIKETILAN AUKIOLO,,60.399500,25.686180
,,T,40169,ASENTAJANTIE 1,06150,PORVOO,KAUPPA,K-SUPERMARKET TARMOLA,LIIKETILAN AUKIOLO,,60.399500,25.686180
,,P,05833,SAMMONTIE 1,06150,PORVOO,LIIKEKIINTEISTÖ,KEVÄTKUMMUN PALVELUKESKUS,24 H AUKIOLO,,60.387640,25.696350
,,P,05834,SUOLAKETIE 2,06400,PORVOO,KAUPPAKESKUS,GAMMELBACKAN OSTOSKESKUS,24 H AUKIOLO,,60.374420,25.632240
,,P,05675,KIRKKOTIE 175,07170,PORNAINEN,PANKIN KONTTORI,OP PORNAINEN,24 H AUKIOLO,,60.477230,25.374340
,,P,06038,HELKAMÄENTIE 15,07230,MONNINKYLÄ,PANKIN KONTTORI,OP MONNINKYLÄ,24 H AUKIOLO,,60.493045,25.540345
,,O,04275,KOIVULINNANTIE 3,07560,PUKKILA,PANKIN KONTTORI,OP PUKKILA,24 H AUKIOLO,,60.645421,25.579407
,,O,04537,VIRASTOTIE 4,07600,MYRSKYLÄ,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.669680,25.852170
,,EP,05467,HESKERINTIE 17,07740,VANHAKYLÄ,TAVARATALO,TOKMANNI VANHAKYLÄ,LIIKETILAN AUKIOLO,,60.483520,25.892000
,,O,04911,LAPINJÄRVENTIE 14 A,07800,LAPINJÄRVI,KAUPPA,M-MARKET LAPINJÄRVI,24 H AUKIOLO,,60.623260,26.197930
,,O,03987,KOIVISTONTIE 2 A,07830,PUKARO,LIIKENNEPAIKKA,NESTE K PUKARON PARONI,24 H AUKIOLO,,60.671040,26.251430
,,P,05747,BRANDESTEININKATU 11,07900,LOVIISA,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.456590,26.225520
,,T,40142,KUNINGATTARENKATU 11,07900,LOVIISA,KAUPPAKESKUS,LOVIISAN GALLERIA,LIIKETILAN AUKIOLO,ma-pe klo 09:00 - 18:00 la 09:00 -14:00,60.456320,26.227560
,,EP,05463,PORVOONKATU 2,07900,LOVIISA,TAVARATALO,TOKMANNI LOVIISA,LIIKETILAN AUKIOLO,,60.457060,26.198550
,,O,04318,KOIVULANMÄENTIE 1,07970,RUOTSINPYHTÄÄ,PANKIN KONTTORI,OP RUOTSINPYHTÄÄ,24 H AUKIOLO,,60.522780,26.469080
,,T,40061,KAUPPAKATU 5-9,08100,LOHJA,KAUPPAKESKUS,LOHJANTÄHTI,LIIKETILAN AUKIOLO,,60.249650,24.066050
,,P,05840,LAURINKATU 39,08100,LOHJA,TAVARATALO,PRISMA LOHJA,24 H AUKIOLO,,60.248518,24.062126
,,P,05762,LAURINKATU 48,08100,LOHJA,PANKIN KONTTORI,SP LOHJA,24 H AUKIOLO,,60.250850,24.064640
,,EP,05632,OJAMONHARJUNTIE 61,08200,LOHJA,TAVARATALO,K-CITYMARKET OJAMO,LIIKETILAN AUKIOLO,,60.227830,24.025000
,,O+,40281,OJAMONHARJUNTIE 61,08200,LOHJA,TAVARATALO,K-CITYMARKET OJAMO,24 H AUKIOLO,,60.227720,24.026320
,,EP,05576,HOSSANMÄENTIE 1,08350,LOHJA,LIIKENNEPAIKKA,ABC LOHJA,LIIKETILAN AUKIOLO,,60.292321,24.061783
,,P,05872,MÄNTYNUMMENTIE 46,08500,LOHJA,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.274210,24.132220
,,P,05849,TIETOLANTIE 1,08700,LOHJA,KAUPPA,K-MARKET TIETOLANTIE,24 H AUKIOLO,,60.191490,23.998650
,,O,04435,HAKOSENKUJA 2,09120,KARJALOHJA,KAUPPA,SALE KARJALOHJA,24 H AUKIOLO,,60.244598,23.731404
,,P,05967,KAUPPAKUJA 1,09430,SAUKKOLA,KAUPPA,K-MARKET LANDEN,24 H AUKIOLO,,60.380460,23.958360
,,O+,40329,OLA WESTMANIN PUISTOTIE 5,10210,INKOO,PANKIN KONTTORI,AKTIA INKOO,24 H AUKIOLO,,60.044440,24.004570
,,P,05662,KAUPPIAANKATU 10,10300,KARJAA,PANKIN KONTTORI,AKTIA KARJAA,ITSEPALVELUALUEEN AUKIOLO,ma-su klo 06-23,60.070500,23.659370
,,O,04376,KAUPPIAANKATU 6,10300,KARJAA,PANKIN KONTTORI,OP KARJAA,24 H AUKIOLO,,60.070100,23.659760
,,T,40114,RATAKATU 59,10300,KARJAA,KAUPPA,K-SUPERMARKET KARIS-KARJAA,LIIKETILAN AUKIOLO,,60.070620,23.663150
,,P,05722,VANHA TURUNTIE 73,10420,POHJANKURU,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.095840,23.525370
,,P,05699,PITÄJÄNTIE 24,10520,TENHOLA,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.058550,23.304830
,,O+,40182,ASEMATIE 1,10600,TAMMISAARI,PANKIN KONTTORI,OP TAMMISAARI,24 H AUKIOLO,,59.976366,23.438749
,,P,05661,ASEMATIE 6,10600,TAMMISAARI,PANKIN KONTTORI,SP TAMMISAARI,24 H AUKIOLO,,59.976993,23.440325
,,O,03799,KUNINGATTARENKATU 4,10600,TAMMISAARI,PANKIN KONTTORI,NORDEA TAMMISAARI,24 H AUKIOLO,,59.974642,23.437621
,,P,05664,RAASEPORINTIE 14,10650,TAMMISAARI,KAUPPA,K-SUPERMARKET POPSI,24 H AUKIOLO,,59.978370,23.463910
,,P,05788,KORSMANINKATU 38,10900,HANKO,TAVARATALO,TOKMANNI,LIIKETILAN AUKIOLO,,59.826420,22.969440
,,P,05700,NYCANDERINKATU 18,10900,HANKO,PANKIN KONTTORI,AKTIA HANKO,24 H AUKIOLO,,59.824750,22.964630
,,O+,40202,REVELLINKATU 2,10900,HANKO,KAUPPA,K-SUPERMARKET HANKO,24 H AUKIOLO,,59.828600,22.963890
,,O,04314,KESKUSKATU 12,11100,RIIHIMÄKI,PANKIN KONTTORI,OP RIIHIMÄKI,24 H AUKIOLO,,60.738344,24.773246
,,T,40045,VOIMALANKATU 2,11100,RIIHIMÄKI,KAUPPAKESKUS,ATOMI,LIIKETILAN AUKIOLO,,60.732950,24.777730
,,O,05084,KONTIONTIE 34,11120,RIIHIMÄKI,KAUPPA,K-MARKET OTSO,24 H AUKIOLO,,60.747558,24.769215
,,P,05803,PELTOSAARENKATU 1,11130,RIIHIMÄKI,KAUPPA,K-MARKET PELTOSAARI,24 H AUKIOLO,,60.739270,24.801990
,,O+,40282,MERKOKSENKATU 5,11710,RIIHIMÄKI,TAVARATALO,K-CITYMARKET RIIHIMÄKI,24 H AUKIOLO,,60.721910,24.734110
,,O,04752,KESKUSTIE 1,12100,OITTI,LIIKEKIINTEISTÖ,LIIKETILA,24 H AUKIOLO,,60.787000,25.027890
